id,Date ,customer_name,email,product name,Location _ CITY , Total Buying  , Sttore_ Revenue  , store_ profit  ,Medium_ Buying ,payment MOde 
493,11/7/2024,Fernandina,fmaccollomdo@yellowpages.com,Pasta & Vermicelli,Amravati," ? 6,096.00 "," ? 156,788.00 "," ? 64,618.00 ",Online,Card
494,6/6/2024,Charil,cormesherdp@pcworld.com,Chips & Namkeens,Mumbai," ? 5,619.00 "," ? 679,547.00 "," ? 59,678.00 ",Offline,COD
495,6/6/2024,Cicily,ccrowcroftdq@upenn.edu,Pasta & Vermicelli,Hyderabad," ? 8,841.00 "," ? 811,810.00 "," ? 41,804.00 ",Online,G-pay
496,3/13/2024,Saunders,smaccolldr@google.co.jp,Drinks & Juices,Delhi," ? 9,892.00 "," ? 448,128.00 "," ? 39,115.00 ",Online,paytm
497,5/2/2024,Ronnie,rcrookshanksds@google.com.br,Noodles,jaipur," ? 7,212.00 "," ? 211,796.00 "," ? 24,248.00 ",Offline,G-pay
498,11/21/2024,Moyna,mlavistedt@macromedia.com,Milk & Milk Products Cheese,Delhi," ? 5,599.00 "," ? 483,977.00 "," ? 36,242.00 ",Online,paytm
499,6/23/2024,Morry,mmarledu@nydailynews.com,Basic Vegetables Roots,Pune," ? 5,267.00 "," ? 590,150.00 "," ? 83,976.00 ",Offline,paytm
500,8/15/2024,Catlaina,cleinweberdv@about.com,Basic Vegetables Roots,Mumbai," ? 7,798.00 "," ? 267,005.00 "," ? 92,135.00 ",Offline,Card
501,4/8/2024,Lorrin,lmayordw@eventbrite.com,Herbs & Others Premium Fruits & Vegetables,Delhi," ? 6,507.00 "," ? 701,252.00 "," ? 73,014.00 ",Offline,G-pay
502,2/24/2024,Crosby,ckeepencedx@constantcontact.com,Milk & Milk Products Cheese,Kolkata," ? 8,357.00 "," ? 287,948.00 "," ? 38,736.00 ",Offline,Card
503,4/18/2024,Holden,hodgerdy@google.com.br,Paneer & Tofu Batter & Chutney,Mumbai," ? 9,507.00 "," ? 699,164.00 "," ? 91,305.00 ",Offline,paytm
504,12/3/2024,Michaella,massaddz@geocities.com,Drinks & Juices,Amravati," ? 9,256.00 "," ? 452,184.00 "," ? 52,377.00 ",Online,paytm
505,8/27/2024,Janette,jgallyhaocke0@va.gov,Pasta & Vermicelli,Amravati," ? 7,204.00 "," ? 537,569.00 "," ? 23,936.00 ",Online,COD
506,12/11/2023,Whitaker,wreilye1@youtu.be,Biscuits,Pune," ? 7,531.00 "," ? 529,550.00 "," ? 90,853.00 ",Online,Card
507,5/5/2024,Ikey,ipersitte2@vkontakte.ru,Noodles,Banglore," ? 8,698.00 "," ? 777,124.00 "," ? 83,316.00 ",Offline,G-pay
508,11/22/2024,Carroll,cberndsene3@businesswire.com,Pasta & Vermicelli,," ? 8,962.00 "," ? 447,730.00 "," ? 68,593.00 ",Offline,G-pay
509,4/30/2024,Nissie,nivanaeve4@dmoz.org,Milk & Milk Products Cheese,Pune," ? 6,811.00 "," ? 922,543.00 "," ? 52,890.00 ",Offline,paytm
510,9/9/2024,Howard,hnickolese5@cnet.com,Fresh Fruits,Pune," ? 9,590.00 "," ? 980,748.00 "," ? 18,149.00 ",Offline,Card
511,12/12/2023,Dannye,dlethbye6@vistaprint.com,Herbs & Others Premium Fruits & Vegetables,Amravati," ? 5,352.00 "," ? 466,986.00 "," ? 27,288.00 ",Offline,COD
512,3/30/2024,Karola,kwinskille7@cdbaby.com,Noodles,jaipur," ? 8,479.00 "," ? 593,210.00 "," ? 86,165.00 ",Offline,Card
513,4/1/2024,Sterling,snewartee8@harvard.edu,Basic Vegetables Roots,Banglore," ? 7,844.00 "," ? 304,403.00 "," ? 51,827.00 ",Online,Card
514,12/22/2023,Zenia,zcasinoe9@mozilla.org,Basic Vegetables Roots,Banglore," ? 6,539.00 "," ? 775,813.00 "," ? 64,395.00 ",Online,paytm
515,11/23/2024,Kerstin,kdeliasea@photobucket.com,Fresh Fruits,Amravati," ? 7,382.00 "," ? 265,077.00 "," ? 65,557.00 ",Online,G-pay
516,5/15/2024,Zelma,zwulfingereb@cnbc.com,Chocolates & Candies,Surat," ? 6,829.00 "," ? 737,419.00 "," ? 53,015.00 ",Online,G-pay
517,7/8/2024,Wayne,wmclemonec@icio.us,Herbs & Others Premium Fruits & Vegetables,Amravati," ? 5,524.00 "," ? 461,995.00 "," ? 74,164.00 ",Online,COD
518,5/21/2024,Cecil,csnodayed@merriam-webster.com,Basic Vegetables Roots,Rajkot," ? 9,425.00 "," ? 369,356.00 "," ? 58,884.00 ",Online,Card
519,5/21/2024,Wilbert,wduckhamee@wordpress.com,Milk & Milk Products Cheese,Delhi," ? 5,150.00 "," ? 713,417.00 "," ? 90,966.00 ",Offline,Card
520,11/12/2024,Floria,fwhortonef@businessweek.com,Milk & Milk Products Cheese,jaipur," ? 7,526.00 "," ? 120,517.00 "," ? 49,505.00 ",Offline,G-pay
521,3/4/2024,Somerset,slammingeg@joomla.org,Paneer & Tofu Batter & Chutney,jaipur," ? 9,423.00 "," ? 947,994.00 "," ? 55,466.00 ",Offline,Card
522,8/16/2024,Maggee,mmoreinueh@seesaa.net,Biscuits,Hyderabad," ? 8,147.00 "," ? 937,672.00 "," ? 27,303.00 ",Online,paytm
523,7/31/2024,Aleece,ahendronei@un.org,Chocolates & Candies,Kolkata," ? 9,297.00 "," ? 995,378.00 "," ? 67,423.00 ",Offline,paytm
524,9/12/2024,Ardenia,awilshawej@japanpost.jp,Fresh Fruits,Surat," ? 6,913.00 "," ? 781,872.00 "," ? 74,366.00 ",Online,Card
525,9/7/2024,Jimmie,jgoodhallek@alibaba.com,Milk & Milk Products Cheese,jaipur," ? 8,148.00 "," ? 925,879.00 "," ? 96,402.00 ",Offline,paytm
526,3/24/2024,Saba,sizodel@jimdo.com,Pasta & Vermicelli,Surat," ? 6,644.00 "," ? 824,709.00 "," ? 58,394.00 ",Online,G-pay
527,5/7/2024,Binni,bsutorem@weebly.com,Pasta & Vermicelli,Amravati," ? 5,776.00 "," ? 679,577.00 "," ? 40,272.00 ",Offline,Card
528,10/20/2024,Spenser,smonroeen@ehow.com,Basic Vegetables Roots,jaipur," ? 6,828.00 "," ? 358,738.00 "," ? 25,623.00 ",Offline,Card
529,9/22/2024,Anneliese,avecardeo@dell.com,Chocolates & Candies,jaipur," ? 7,537.00 "," ? 232,294.00 "," ? 68,611.00 ",Online,paytm
530,2/25/2024,Natty,nollenbuttelep@blogspot.com,Pasta & Vermicelli,Mumbai," ? 7,447.00 "," ? 269,129.00 "," ? 16,934.00 ",Offline,G-pay
531,6/21/2024,Petr,plindholmeq@nifty.com,Basic Vegetables Roots,Banglore," ? 7,301.00 "," ? 792,442.00 "," ? 47,313.00 ",Offline,G-pay
532,8/24/2024,Hale,hmobleyer@cargocollective.com,Chocolates & Candies,Mumbai," ? 9,536.00 "," ? 331,433.00 "," ? 89,428.00 ",Online,COD
533,11/3/2024,Betta,bkindalles@about.me,Pasta & Vermicelli,Amravati," ? 8,412.00 "," ? 948,457.00 "," ? 25,537.00 ",Offline,paytm
534,5/14/2024,Kalina,knapieret@dyndns.org,Herbs & Others Premium Fruits & Vegetables,Ahemdabad," ? 5,901.00 "," ? 359,198.00 "," ? 58,727.00 ",Online,Card
535,7/14/2024,Robinet,rjonuzieu@fotki.com,Noodles,Rajkot," ? 5,710.00 "," ? 283,755.00 "," ? 42,034.00 ",Online,G-pay
536,6/13/2024,Roxine,rcurlessev@slate.com,Chocolates & Candies,Delhi," ? 9,131.00 "," ? 113,025.00 "," ? 32,884.00 ",Online,paytm
537,3/20/2024,Trey,tochiltreeew@wix.com,Chocolates & Candies,jaipur," ? 5,152.00 "," ? 295,559.00 "," ? 11,329.00 ",Offline,Card
538,12/19/2023,Crysta,cfyfieldex@springer.com,Basic Vegetables Roots,Kolkata," ? 6,927.00 "," ? 275,481.00 "," ? 29,332.00 ",Online,COD
539,9/17/2024,Paule,psimeoneey@go.com,Paneer & Tofu Batter & Chutney,Hyderabad," ? 5,571.00 "," ? 627,270.00 "," ? 69,169.00 ",Online,COD
540,3/29/2024,Audry,anichollsez@cnbc.com,Drinks & Juices,Rajkot," ? 5,963.00 "," ? 814,211.00 "," ? 54,869.00 ",Offline,paytm
541,8/1/2024,Marcy,mellissf0@mapquest.com,Chips & Namkeens,," ? 6,353.00 "," ? 128,454.00 "," ? 77,236.00 ",Offline,paytm
542,2/19/2024,Darrel,dseftonf1@twitpic.com,Basic Vegetables Roots,," ? 5,310.00 "," ? 702,916.00 "," ? 32,205.00 ",Online,G-pay
543,7/23/2024,Andrej,adominguesf2@cam.ac.uk,Herbs & Others Premium Fruits & Vegetables,Mumbai," ? 5,084.00 "," ? 433,622.00 "," ? 84,132.00 ",Offline,G-pay
544,12/28/2023,Tiphanie,tdunfordf3@weather.com,Basic Vegetables Roots,jaipur," ? 6,474.00 "," ? 202,848.00 "," ? 34,662.00 ",Online,COD
545,6/28/2024,Clark,cmerigonf4@ibm.com,Chocolates & Candies,Rajkot," ? 8,651.00 "," ? 659,362.00 "," ? 79,907.00 ",Offline,Card
546,8/5/2024,Valentia,vgiffenf5@latimes.com,Milk & Milk Products Cheese,Hyderabad," ? 6,902.00 "," ? 864,685.00 "," ? 48,701.00 ",Offline,COD
547,11/3/2024,Nikola,nbrettellf6@google.de,Fresh Fruits,," ? 5,611.00 "," ? 220,920.00 "," ? 84,331.00 ",Online,Card
548,5/10/2024,Leonhard,lglaumf7@twitpic.com,Biscuits,," ? 5,133.00 "," ? 905,873.00 "," ? 18,364.00 ",Online,Card
549,3/18/2024,Tremain,thildrewf8@ft.com,Noodles,Delhi," ? 9,265.00 "," ? 747,889.00 "," ? 21,225.00 ",Offline,Card
550,10/7/2024,Mellie,mskogginsf9@cisco.com,Basic Vegetables Roots,Surat," ? 8,585.00 "," ? 114,779.00 "," ? 87,382.00 ",Offline,paytm
551,11/10/2024,Georgine,gplowmanfa@wikipedia.org,Drinks & Juices,Banglore," ? 5,961.00 "," ? 938,619.00 "," ? 20,757.00 ",Online,COD
552,9/2/2024,Rene,rdunridgefb@chronoengine.com,Basic Vegetables Roots,Ahemdabad," ? 5,410.00 "," ? 349,982.00 "," ? 51,144.00 ",Online,COD
553,6/17/2024,Katleen,koakfc@chron.com,Milk & Milk Products Cheese,," ? 6,144.00 "," ? 825,944.00 "," ? 80,044.00 ",Online,G-pay
554,4/11/2024,Cosme,cmcilwainfd@ustream.tv,Basic Vegetables Roots,Kolkata," ? 7,586.00 "," ? 965,618.00 "," ? 54,058.00 ",Online,COD
555,11/15/2024,Major,mstallworthfe@google.ca,Paneer & Tofu Batter & Chutney,Rajkot," ? 6,737.00 "," ? 327,582.00 "," ? 61,843.00 ",Offline,paytm
556,11/24/2024,Deedee,dheeksff@squarespace.com,Pasta & Vermicelli,Banglore," ? 8,605.00 "," ? 205,011.00 "," ? 26,068.00 ",Offline,COD
557,10/5/2024,Addy,aelfesfg@goo.ne.jp,Basic Vegetables Roots,Pune," ? 5,985.00 "," ? 370,400.00 "," ? 31,802.00 ",Online,COD
558,4/15/2024,Harvey,hbeardwellfh@domainmarket.com,Noodles,Ahemdabad," ? 6,615.00 "," ? 359,635.00 "," ? 49,215.00 ",Online,COD
559,6/29/2024,Ezekiel,eesparzafi@slashdot.org,Basic Vegetables Roots,Kolkata," ? 9,272.00 "," ? 372,747.00 "," ? 36,656.00 ",Offline,G-pay
560,2/2/2024,Camey,clongegafj@unesco.org,Noodles,," ? 7,568.00 "," ? 785,817.00 "," ? 90,840.00 ",Online,paytm
561,5/16/2024,Thelma,tavarnefk@stumbleupon.com,Noodles,Delhi," ? 7,032.00 "," ? 737,784.00 "," ? 30,400.00 ",Online,paytm
562,8/10/2024,Eugen,etowefl@ed.gov,Basic Vegetables Roots,Kolkata," ? 7,822.00 "," ? 311,337.00 "," ? 27,828.00 ",Online,COD
563,1/15/2024,Dorotea,dmunnfm@msn.com,Milk & Milk Products Cheese,Ahemdabad," ? 5,876.00 "," ? 940,134.00 "," ? 68,147.00 ",Online,G-pay
564,5/30/2024,Hilario,hmacbarronfn@so-net.ne.jp,Drinks & Juices,Kolkata," ? 9,689.00 "," ? 504,835.00 "," ? 67,343.00 ",Offline,COD
565,6/10/2024,Courtnay,ccorzonfo@free.fr,Drinks & Juices,Surat," ? 8,313.00 "," ? 184,781.00 "," ? 59,917.00 ",Offline,COD
566,5/17/2024,Kelcey,kwhelpdalefp@altervista.org,Chips & Namkeens,Kolkata," ? 8,790.00 "," ? 155,861.00 "," ? 71,517.00 ",Online,COD
567,11/29/2024,Aurel,areesfq@mysql.com,Noodles,," ? 8,863.00 "," ? 327,160.00 "," ? 59,649.00 ",Online,G-pay
568,12/19/2023,Louella,lhaslockfr@google.pl,Drinks & Juices,Delhi," ? 7,564.00 "," ? 879,160.00 "," ? 70,981.00 ",Online,G-pay
569,11/9/2024,Alasdair,afeehelyfs@blinklist.com,Biscuits,Amravati," ? 6,996.00 "," ? 961,523.00 "," ? 53,919.00 ",Online,G-pay
570,3/11/2024,Alessandra,agauntft@java.com,Fresh Fruits,Delhi," ? 6,077.00 "," ? 992,473.00 "," ? 94,097.00 ",Online,COD
571,2/4/2024,Daffy,dprinnettfu@chicagotribune.com,Basic Vegetables Roots,," ? 7,712.00 "," ? 253,378.00 "," ? 31,367.00 ",Online,Card
572,3/6/2024,Sarina,sratazzifv@nba.com,Chips & Namkeens,Ahemdabad," ? 8,796.00 "," ? 741,980.00 "," ? 57,551.00 ",Offline,paytm
573,10/20/2024,Analiese,awilcherfw@patch.com,Drinks & Juices,Ahemdabad," ? 7,522.00 "," ? 161,991.00 "," ? 23,769.00 ",Online,G-pay
574,6/27/2024,Riannon,rcaitlinfx@dmoz.org,Pasta & Vermicelli,Pune," ? 9,399.00 "," ? 839,265.00 "," ? 16,349.00 ",Online,G-pay
575,7/28/2024,Carolyne,colliverfy@icq.com,Chocolates & Candies,Rajkot," ? 5,461.00 "," ? 129,155.00 "," ? 92,035.00 ",Offline,Card
576,12/10/2023,Anabella,abeentjesfz@columbia.edu,Chocolates & Candies,Mumbai," ? 7,384.00 "," ? 341,682.00 "," ? 51,752.00 ",Online,paytm
577,12/14/2023,Rose,rlasseng0@biglobe.ne.jp,Herbs & Others Premium Fruits & Vegetables,," ? 9,935.00 "," ? 373,231.00 "," ? 20,876.00 ",Offline,G-pay
578,3/4/2024,Gunar,gkalkoferg1@google.ru,Fresh Fruits,Delhi," ? 7,846.00 "," ? 906,484.00 "," ? 78,474.00 ",Online,paytm
579,11/7/2024,Suzie,sgratrexg2@epa.gov,Drinks & Juices,Surat," ? 8,306.00 "," ? 798,595.00 "," ? 80,883.00 ",Online,paytm
580,9/25/2024,Walt,wglasheeng3@hc360.com,Noodles,Mumbai," ? 8,172.00 "," ? 742,105.00 "," ? 59,939.00 ",Online,COD
581,7/24/2024,Nicky,nhickeringillg4@marriott.com,Noodles,Surat," ? 5,893.00 "," ? 683,866.00 "," ? 86,407.00 ",Offline,paytm
582,5/15/2024,Milzie,mfashiong5@scribd.com,Chocolates & Candies,Mumbai," ? 8,197.00 "," ? 722,368.00 "," ? 81,093.00 ",Online,Card
583,3/9/2024,Todd,thadawayg6@toplist.cz,Noodles,Ahemdabad," ? 7,263.00 "," ? 735,097.00 "," ? 60,772.00 ",Online,COD
584,8/12/2024,Jayme,jdahlgreng7@phpbb.com,Herbs & Others Premium Fruits & Vegetables,Hyderabad," ? 7,263.00 "," ? 682,361.00 "," ? 43,308.00 ",Online,COD
585,2/15/2024,Paulo,ptemlg8@theatlantic.com,Chips & Namkeens,Pune," ? 5,390.00 "," ? 932,620.00 "," ? 18,198.00 ",Offline,G-pay
586,5/7/2024,Suzanna,ssayeg9@hp.com,Milk & Milk Products Cheese,Hyderabad," ? 5,864.00 "," ? 373,495.00 "," ? 55,033.00 ",Online,paytm
587,11/25/2024,Jocelyne,jskepperga@slashdot.org,Milk & Milk Products Cheese,jaipur," ? 9,106.00 "," ? 275,229.00 "," ? 39,785.00 ",Offline,G-pay
588,7/7/2024,Gussy,gmantripgb@whitehouse.gov,Chips & Namkeens,Amravati," ? 9,585.00 "," ? 127,473.00 "," ? 16,050.00 ",Online,G-pay
589,1/7/2024,Cloe,csapsfordgc@cmu.edu,Drinks & Juices,," ? 7,350.00 "," ? 912,105.00 "," ? 73,286.00 ",Online,Card
590,6/29/2024,Aurie,arazzellgd@a8.net,Herbs & Others Premium Fruits & Vegetables,Surat," ? 7,955.00 "," ? 552,595.00 "," ? 51,352.00 ",Offline,paytm
591,9/5/2024,Eada,ebosnellge@google.ca,Drinks & Juices,Rajkot," ? 7,992.00 "," ? 141,724.00 "," ? 24,429.00 ",Online,Card
592,7/10/2024,Daniel,dtilburngf@unc.edu,Drinks & Juices,," ? 7,798.00 "," ? 675,419.00 "," ? 53,760.00 ",Offline,COD
593,9/18/2024,Torrance,tambroziakgg@hc360.com,Drinks & Juices,Amravati," ? 5,387.00 "," ? 126,188.00 "," ? 89,905.00 ",Offline,G-pay
594,2/20/2024,Mariana,mlinzeegh@liveinternet.ru,Noodles,Pune," ? 6,676.00 "," ? 810,187.00 "," ? 42,986.00 ",Online,Card
595,8/11/2024,Janos,jgreatexgi@1und1.de,Drinks & Juices,jaipur," ? 9,595.00 "," ? 431,047.00 "," ? 24,063.00 ",Online,Card
596,5/6/2024,Carr,cbortoligj@technorati.com,Biscuits,Mumbai," ? 8,293.00 "," ? 211,341.00 "," ? 17,993.00 ",Offline,Card
597,7/9/2024,Yuri,yodesongk@chron.com,Herbs & Others Premium Fruits & Vegetables,Rajkot," ? 9,137.00 "," ? 648,198.00 "," ? 83,287.00 ",Online,COD
598,9/19/2024,Cordie,ccrookesgl@uol.com.br,Pasta & Vermicelli,Rajkot," ? 5,523.00 "," ? 368,402.00 "," ? 24,766.00 ",Offline,COD
599,10/13/2024,Tris,trabidgegm@flickr.com,Fresh Fruits,Pune," ? 6,069.00 "," ? 191,472.00 "," ? 82,098.00 ",Offline,paytm
600,12/15/2023,Elayne,ejeacopgn@moonfruit.com,Fresh Fruits,Hyderabad," ? 6,201.00 "," ? 577,863.00 "," ? 44,622.00 ",Offline,G-pay
601,4/29/2024,Aldridge,araymontgo@example.com,Pasta & Vermicelli,Surat," ? 8,328.00 "," ? 462,527.00 "," ? 58,999.00 ",Online,paytm
602,5/24/2024,Camala,cdefilippisgp@senate.gov,Basic Vegetables Roots,Mumbai," ? 8,548.00 "," ? 529,035.00 "," ? 56,219.00 ",Offline,G-pay
603,3/29/2024,Allayne,adohmergq@desdev.cn,Chips & Namkeens,jaipur," ? 7,902.00 "," ? 416,419.00 "," ? 12,918.00 ",Offline,COD
604,6/7/2024,Annelise,aallsobrookgr@uiuc.edu,Chocolates & Candies,jaipur," ? 7,985.00 "," ? 748,727.00 "," ? 26,401.00 ",Online,paytm
605,12/7/2024,Penelopa,ptawsegs@mlb.com,Paneer & Tofu Batter & Chutney,," ? 7,413.00 "," ? 781,701.00 "," ? 27,831.00 ",Online,COD
606,6/29/2024,Bailey,blerwaygt@hatena.ne.jp,Chips & Namkeens,Rajkot," ? 7,821.00 "," ? 973,259.00 "," ? 10,712.00 ",Online,Card
607,12/30/2023,Cayla,cgriffithsgu@utexas.edu,Biscuits,Rajkot," ? 9,555.00 "," ? 196,340.00 "," ? 57,860.00 ",Offline,paytm
608,5/16/2024,Cora,cludgategv@amazon.co.jp,Paneer & Tofu Batter & Chutney,jaipur," ? 9,021.00 "," ? 136,428.00 "," ? 12,706.00 ",Offline,Card
609,4/9/2024,Karen,kyandellgw@sina.com.cn,Biscuits,jaipur," ? 7,723.00 "," ? 781,854.00 "," ? 94,634.00 ",Offline,G-pay
610,5/21/2024,Mordy,mbirksgx@cloudflare.com,Chips & Namkeens,jaipur," ? 5,838.00 "," ? 761,040.00 "," ? 39,056.00 ",Offline,paytm
611,11/9/2024,Cherilyn,cpocockgy@irs.gov,Drinks & Juices,Pune," ? 7,696.00 "," ? 212,022.00 "," ? 86,278.00 ",Online,Card
612,8/18/2024,Blanca,bclellgz@prlog.org,Chips & Namkeens,Hyderabad," ? 7,070.00 "," ? 117,570.00 "," ? 37,208.00 ",Offline,G-pay
613,6/4/2024,Tobin,tmattheissenh0@spiegel.de,Paneer & Tofu Batter & Chutney,Pune," ? 7,713.00 "," ? 301,251.00 "," ? 74,757.00 ",Online,COD
614,3/15/2024,Annalee,agallenh1@pbs.org,Chocolates & Candies,," ? 8,149.00 "," ? 709,594.00 "," ? 98,708.00 ",Online,Card
615,12/17/2023,Carlye,cbradfordh2@forbes.com,Pasta & Vermicelli,jaipur," ? 7,191.00 "," ? 461,166.00 "," ? 84,807.00 ",Online,G-pay
616,3/10/2024,Violante,vharefooth3@reference.com,Paneer & Tofu Batter & Chutney,Ahemdabad," ? 5,660.00 "," ? 439,660.00 "," ? 83,606.00 ",Online,paytm
617,1/14/2024,Shaylynn,scuxsonh4@moonfruit.com,Noodles,Rajkot," ? 8,826.00 "," ? 633,007.00 "," ? 57,857.00 ",Online,Card
618,8/17/2024,Lilli,lrasherh5@nifty.com,Basic Vegetables Roots,Delhi," ? 8,269.00 "," ? 159,853.00 "," ? 15,308.00 ",Online,Card
619,4/3/2024,Janessa,jtenmanh6@pcworld.com,Chips & Namkeens,Banglore," ? 7,952.00 "," ? 821,026.00 "," ? 23,203.00 ",Online,G-pay
620,2/3/2024,Ysabel,ybernaciakh7@miibeian.gov.cn,Drinks & Juices,Banglore," ? 9,834.00 "," ? 233,774.00 "," ? 42,468.00 ",Offline,G-pay
621,7/11/2024,Farley,flepiscopioh8@weibo.com,Pasta & Vermicelli,Rajkot," ? 9,158.00 "," ? 269,539.00 "," ? 17,993.00 ",Offline,Card
622,9/1/2024,Renaud,rshilitonh9@harvard.edu,Milk & Milk Products Cheese,Kolkata," ? 7,648.00 "," ? 661,542.00 "," ? 25,897.00 ",Online,G-pay
623,4/24/2024,Clyve,cmooneyha@dailymail.co.uk,Basic Vegetables Roots,Delhi," ? 5,323.00 "," ? 469,378.00 "," ? 65,680.00 ",Online,G-pay
624,6/6/2024,Burtie,bkobierskihb@independent.co.uk,Biscuits,Banglore," ? 9,185.00 "," ? 371,079.00 "," ? 17,720.00 ",Online,Card
625,8/4/2024,Davie,dscoltshc@moonfruit.com,Basic Vegetables Roots,Delhi," ? 5,654.00 "," ? 897,485.00 "," ? 59,696.00 ",Online,Card
626,1/7/2024,Izak,iheishd@51.la,Chocolates & Candies,Ahemdabad," ? 6,570.00 "," ? 455,232.00 "," ? 52,413.00 ",Offline,Card
627,10/26/2024,Kendricks,ktolchardehe@cbslocal.com,Chocolates & Candies,Rajkot," ? 9,476.00 "," ? 907,123.00 "," ? 93,048.00 ",Offline,G-pay
628,10/21/2024,Maribeth,msterlandhf@joomla.org,Herbs & Others Premium Fruits & Vegetables,Mumbai," ? 9,240.00 "," ? 194,115.00 "," ? 63,061.00 ",Offline,Card
629,4/1/2024,Liam,lcaplanhg@over-blog.com,Herbs & Others Premium Fruits & Vegetables,Hyderabad," ? 9,038.00 "," ? 296,064.00 "," ? 37,830.00 ",Offline,Card
630,8/2/2024,Anastasie,agaithh@narod.ru,Noodles,Kolkata," ? 5,294.00 "," ? 282,232.00 "," ? 27,128.00 ",Offline,G-pay
631,1/2/2024,Bibbie,bsanctohi@baidu.com,Basic Vegetables Roots,Hyderabad," ? 5,803.00 "," ? 624,512.00 "," ? 86,820.00 ",Online,Card
632,9/14/2024,Kala,kbrachellhj@npr.org,Noodles,Amravati," ? 7,274.00 "," ? 220,290.00 "," ? 39,648.00 ",Online,G-pay
633,8/27/2024,Dur,dcordlehk@yolasite.com,Milk & Milk Products Cheese,Pune," ? 7,993.00 "," ? 237,692.00 "," ? 78,423.00 ",Online,COD
634,9/22/2024,Ben,btonkinhl@flickr.com,Chips & Namkeens,Mumbai," ? 7,199.00 "," ? 874,205.00 "," ? 70,936.00 ",Online,paytm
635,7/13/2024,Janessa,jmacmarcuishm@about.me,Milk & Milk Products Cheese,jaipur," ? 5,012.00 "," ? 615,537.00 "," ? 68,307.00 ",Offline,Card
636,4/7/2024,Nerta,nmerrimanhn@dell.com,Paneer & Tofu Batter & Chutney,Ahemdabad," ? 8,380.00 "," ? 748,627.00 "," ? 78,288.00 ",Online,paytm
637,3/24/2024,Germaine,gfortieho@simplemachines.org,Paneer & Tofu Batter & Chutney,Hyderabad," ? 7,345.00 "," ? 588,500.00 "," ? 20,946.00 ",Offline,paytm
638,6/7/2024,Madalyn,mfelthamhp@springer.com,Basic Vegetables Roots,Surat," ? 5,322.00 "," ? 975,449.00 "," ? 95,648.00 ",Offline,paytm
639,12/25/2023,Collen,criceardshq@hhs.gov,Fresh Fruits,Ahemdabad," ? 6,363.00 "," ? 257,225.00 "," ? 45,350.00 ",Offline,G-pay
640,10/2/2024,Olivier,oingreyhr@gmpg.org,Biscuits,Hyderabad," ? 6,166.00 "," ? 410,892.00 "," ? 80,488.00 ",Online,G-pay
641,12/8/2023,Eldin,emcgreilhs@i2i.jp,Chocolates & Candies,Pune," ? 7,293.00 "," ? 324,431.00 "," ? 63,599.00 ",Online,COD
642,8/9/2024,Sarette,sbasileht@globo.com,Chocolates & Candies,Amravati," ? 6,635.00 "," ? 466,184.00 "," ? 12,296.00 ",Offline,Card
643,12/6/2024,Alphonso,amcdyerhu@woothemes.com,Chips & Namkeens,Hyderabad," ? 8,393.00 "," ? 537,352.00 "," ? 57,615.00 ",Offline,Card
644,7/8/2024,Adara,apowleslandhv@house.gov,Drinks & Juices,Pune," ? 9,598.00 "," ? 928,819.00 "," ? 62,009.00 ",Offline,G-pay
645,7/22/2024,Denis,dlancashirehw@toplist.cz,Drinks & Juices,jaipur," ? 7,497.00 "," ? 870,379.00 "," ? 71,005.00 ",Offline,Card
646,8/23/2024,Ysabel,ylonerganhx@vinaora.com,Fresh Fruits,," ? 7,584.00 "," ? 314,499.00 "," ? 53,726.00 ",Online,COD
647,6/21/2024,Micah,mkalvinhy@blogs.com,Paneer & Tofu Batter & Chutney,Banglore," ? 8,038.00 "," ? 130,111.00 "," ? 93,008.00 ",Offline,Card
648,7/28/2024,Delmer,dclyanthz@people.com.cn,Paneer & Tofu Batter & Chutney,Ahemdabad," ? 5,793.00 "," ? 514,132.00 "," ? 67,523.00 ",Online,G-pay
649,1/6/2024,Phineas,pfowlsi0@clickbank.net,Drinks & Juices,Kolkata," ? 7,095.00 "," ? 586,593.00 "," ? 95,351.00 ",Offline,Card
650,2/15/2024,Eleanore,epaszaki1@taobao.com,Milk & Milk Products Cheese,Delhi," ? 7,672.00 "," ? 375,273.00 "," ? 93,633.00 ",Offline,G-pay
651,6/4/2024,Mylo,mlanglaisi2@gov.uk,Fresh Fruits,Surat," ? 7,848.00 "," ? 579,512.00 "," ? 73,948.00 ",Offline,paytm
652,12/14/2023,Ericka,ebradiei3@geocities.com,Noodles,Ahemdabad," ? 6,320.00 "," ? 464,950.00 "," ? 65,321.00 ",Offline,paytm
653,4/28/2024,Shepperd,sboddi4@acquirethisname.com,Drinks & Juices,jaipur," ? 8,616.00 "," ? 711,397.00 "," ? 13,417.00 ",Offline,Card
654,1/9/2024,Kellina,koflahertyi5@sogou.com,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 5,558.00 "," ? 906,044.00 "," ? 64,650.00 ",Offline,COD
655,6/1/2024,Yancey,yshalei6@webnode.com,Chips & Namkeens,," ? 6,811.00 "," ? 202,481.00 "," ? 44,808.00 ",Online,COD
656,6/21/2024,Erny,eskellioni7@ocn.ne.jp,Basic Vegetables Roots,Hyderabad," ? 6,933.00 "," ? 203,889.00 "," ? 13,528.00 ",Online,G-pay
